,Genes,Norm_Symbol,Phosphosite_hu_no
8867,METTL6,METTL6,3
8868,METTL7A,METTL7A,2
8869,METTL7B,METTL7B,4
8870,METTL8,METTL8,3
8871,METTL9,METTL9,1
8872,MFAP1,MFAP1,19
8873,MFAP2,MFAP2,2
8874,MFAP3,MFAP3,8
8875,MFAP3L,MFAP3L,9
8876,MFF,MFF,41
8877,MFGE8,MFGE8,5
8878,MFHAS1,MFHAS1,11
8879,MELTF,MELTF,8
8880,MFN1,MFN1,3
8881,MFN2,MFN2,5
8882,MFNG,MFNG,1
8883,MFSD1,MFSD1,1
8884,MFSD11,MFSD11,1
8885,MFSD12,MFSD12,1
8886,MFSD2A,MFSD2A,2
8887,MFSD2B,MFSD2B,4
8888,MFSD3,MFSD3,1
8889,MFSD4A,MFSD4A,4
8890,MFSD4B,MFSD4B,4
8891,MFSD5,MFSD5,5
8892,MFSD6,MFSD6,8
8893,MFSD6L,MFSD6L,4
8894,MFSD7,FLVCR1,2
8895,MFSD8,MFSD8,3
8896,MFSD9,MFSD9,15
8897,MGA,MGA,110
8898,MGAM,MGAM,18
8899,MGAM2,MGAM2,3
8900,MGAT1,MGAT1,2
8901,MGAT2,MGAT2,6
8902,MGAT3,MGAT3,1
8903,MGAT4A,MGAT4A,9
8904,MGAT4B,MGAT4B,10
8905,MGAT4C,MGAT4C,6
8906,MGAT5,MGAT5,12
8907,MGAT5B,MGAT5B,4
8908,C7ORF50,C7ORF50,7
8909,C11ORF52,C11ORF52,13
8910,CCDC137,CCDC137,6
8911,C16ORF62,VPS35L,21
8912,CTBP1-AS2,CTBP1-DT,2
8913,PPP1R35,PPP1R35,7
8914,RBM46,RBM46,5
8915,MGC27345,MGC27345,1
8916,C11ORF95,C11ORF95,5
8917,NOA1,NOA1,4
8918,LYSMD2,LYSMD2,19
8919,NOL12,NOL12,8
8920,DHRS11,DHRS11,4
8921,C16ORF89,C16ORF89,10
8922,C11ORF49,C11ORF49,11
8923,LINC00504,LINC00504,4
8924,C2ORF49,C2ORF49,17
8925,SMIM2,SMIM2,1
8926,C8ORF82,C8ORF82,1
8927,TMEM198,TMEM198,5
8928,RACGAP1,RACGAP1,53
8929,MGLL,MGLL,6
8930,GRM1,GRM1,9
8931,GRM2,GRM2,8
8932,GRM3,GRM3,4
8933,GRM4,GRM4,6
8934,GRM5,GRM5,20
8935,GRM6,GRM6,8
8936,GRM7,GRM7,11
8937,GRM8,GRM8,5
8938,MGME1,MGME1,9
8939,MGMT,MGMT,6
8940,MGP,MGP,5
8941,MGRN1,MGRN1,25
8942,MGST1,MGST1,5
8943,MGST2,MGST2,1
8944,MGST3,MGST3,7
8945,MIA,MIA,1
8946,MIA3,MIA3,52
8947,MIB1,MIB1,14
8948,MIB2,MIB2,10
8949,MICA,MICA,4
8950,MICAL1,MICAL1,38
8951,MICAL2,MICAL2,21
8952,MICAL3,MICAL3,112
8953,MICALCL,MICALCL,12
8954,MICALL2,MICALL2,38
8955,MICB,MICB,8
8956,MICU1,MICU1,4
8957,MICU2,MICU2,4
8958,MICU3,MICU3,7
8959,MID1,MID1,17
8960,MID1IP1,MID1IP1,9
8961,MID2,MID2,9
8962,MDN1,MDN1,78
8963,MIDN,MIDN,10
8964,MIEN1,MIEN1,4
8965,MIER1,MIER1,29
8966,MIER2,MIER2,9
8967,MIER3,MIER3,16
8968,MIF,MIF,8
8969,MIF4GD,MIF4GD,2
8970,ERRFI1,ERRFI1,38
8971,MIIP,MIIP,17
8972,MINA,MINA,3
8973,MINK1,MINK1,74
8974,MINOS1,MICOS10,2
8975,MINPP1,MINPP1,3
8976,MIOS,MIOS,22
8977,MIOX,MIOX,1
8978,MIPEP,MIPEP,10
8979,MIPOL1,MIPOL1,2
8980,MICALL1,MICALL1,45
8981,MIS12,MIS12,1
8982,MIS18A,MIS18A,10
8983,MISP,MISP,59
8984,AMHR2,AMHR2,2
8985,MAPK1IP1L,MAPK1IP1L,5
8986,CLNK,CLNK,11
8987,BHLHA15,BHLHA15,5
8988,MITD1,MITD1,2
8989,MITF,MITF,26
8990,MIXL1,MIXL1,2
8991,HINFP,HINFP,4
8992,MAP2K3,MAP2K3,14
8993,MAP2K4,MAP2K4,13
8994,MAP2K6,MAP2K6,12
8995,MAP2K7,MAP2K7,20
8996,MKKS,MKKS,5
8997,MKL1,DCLK1,39
8998,MKL2,MRTFB,36
8999,MKLN1,MKLN1,2
9000,MKRN1,MKRN1,7
9001,MKRN2,MKRN2,10
9002,MKS1,MKS1,7
9003,MKX,MKX,5
9004,MLANA,MLANA,4
9005,MLC1,MLC1,5
9006,MLEC,MLEC,7
9007,MLF1.00,MLF1.00,8
9008,MLF2.00,MLF2.00,16
9009,MLH1,MLH1,19
9010,MLH3,MLH3,19
9011,MLIP,MLIP,18
9012,MAP3K9,MAP3K9,23
9013,MAP3K10,MAP3K10,12
9014,MAP3K11,MAP3K11,36
9015,MAP3K21,MAP3K21,34
9016,KIAA1804,KIAA1804,1
9017,MLKL,MLKL,18
9018,KMT2A,KMT2A,205
9019,KMT2B,KMT2B,69
9020,KMT2C,KMT2C,103
9021,KMT2D,KMT2D,146
9022,KMT2E,KMT2E,38
9023,MLLT1,MLLT1,41
9024,MLLT10,MLLT10,27
9025,MLLT11,MLLT11,7
9026,MLLT3,MLLT3,43
9027,MLLT6,MLLT6,31
9028,MLNR,MLNR,9
9029,MARCKSL1,MARCKSL1,28
9030,MLPH,MLPH,43
9031,FAR2,FAR2,7
9032,FAR1,FAR1,7
9033,MLX,MLX,26
9034,MLXIP,MLXIP,8
9035,MLYCD,MLYCD,5
9036,MMAA,MMAA,8
9037,MMAB,MMAB,6
9038,MMACHC,MMACHC,9
9039,MMADHC,MMADHC,1
9040,MMD,MMD,2
9041,MMP1,MMP1,10
9042,MMP10,MMP10,2
9043,MMP11,MMP11,3
9044,MMP12,MMP12,5
9045,MMP13,MMP13,2
9046,MMP14,MMP14,8
9047,MMP15,MMP15,4
9048,MMP16,MMP16,11
9049,MMP17,MMP17,3
9050,MMP19,MMP19,2
9051,MMP2,MMP2,12
9052,MMP20,MMP20,13
9053,MMP21,MMP21,10
9054,MMP23B,MMP23B,3
9055,MMP24,MMP24,7
9056,MMP25,MMP25,3
9057,MMP26,MMP26,3
9058,MMP27,MMP27,4
9059,MMP28,MMP28,4
9060,MMP3,MMP3,3
9061,MMP7,MMP7,2
9062,MMP8,MMP8,6
9063,MMP9,MMP9,3
9064,MMRN1,MMRN1,16
9065,MMRN2,MMRN2,1
9066,APIP,APIP,7
9067,MMS19,MMS19,9
9068,MMS22L,MMS22L,11
9069,C1ORF35,C1ORF35,16
9070,MN1,MN1,22
9071,RC3H2,RC3H2,24
9072,MNAT1,MNAT1,9
9073,MND1,MND1,4
9074,MNDA,MNDA,5
9075,MKNK1,MKNK1,18
9076,MKNK2,MKNK2,9
9077,MNS1,MNS1,2
9078,MNT,MNT,4
9079,MNX1,MNX1,4
9080,MOAP1,MOAP1,2
9081,MOB1A,MOB1A,11
9082,MOB1B,MOB1B,11
9083,MOB3A,MOB3A,6
9084,MOB3B,MOB3B,3
9085,MOB3C,MOB3C,3
9086,MOBP,MOBP,5
9087,MOCOS,MOCOS,6
9088,MOCS1,MOCS1,5
9089,MOCS2,MOCS2,6
9090,MOCS3,MOCS3,6
9091,MSN,MSN,38
9092,MOG,MOG,4
9093,MOGAT1,MOGAT1,5
9094,MOGAT2,MOGAT2,4
9095,MOK,MOK,7
9096,MON1A,MON1A,15
9097,MON1B,MON1B,6
9098,02/02/20,02/02/20,16
9099,OPRM1,OPRM1,10
9100,MORC1,MORC1,7
9101,MORC2,MORC2,41
9102,MORC3,MORC3,30
9103,MORC4,MORC4,11
9104,MORF4L1,MORF4L1,7
9105,MORF4L2,MORF4L2,11
9106,MORN1,MORN1,2
9107,MORN2,MORN2,1
9108,MORN3,MORN3,1
9109,MORN5,MORN5,4
9110,MOS,MOS,3
9111,MARC1,MARC1,6
9112,MARC2,MARC2,6
9113,MOSPD1,MOSPD1,2
9114,MOSPD2,MOSPD2,8
9115,MOSPD3,MOSPD3,2
9116,MOV10,MOV10,26
9117,MOV10L1,MOV10L1,13
9118,MOXD1,MOXD1,3
9119,LIM2,LIM2,3
9120,C14ORF2,C14ORF2,2
9121,MPC1,MPC1,3
9122,MPC1L,MPC1L,1
9123,MPC2,MPC2,2
9124,MPDU1,MPDU1,2
9125,MPDZ,MPDZ,45
9126,MPEG1,MPEG1,6
9127,MSLNL,MSLNL,3
9128,MPG,MPG,10
9129,MPHOSPH10,MPHOSPH10,25
9130,MPHOSPH6,MPHOSPH6,6
9131,MPHOSPH8,MPHOSPH8,40
9132,MPHOSPH9,MPHOSPH9,24
9133,MPI,MPI,5
9134,MPL,MPL,5
9135,PRSS38,PRSS38,1
9136,MPND,MPND,11
9137,MPO,MPO,9
9138,MPP2,MPP2,20
9139,MPP3,MPP3,6
9140,MPP5,MPP5,21
9141,MPP7,MPP7,17
9142,MPPE1,MPPE1,2
9143,MPRIP,MPRIP,69
9144,STK16,STK16,4
9145,MPST,MPST,14
9146,MPV17,MPV17,1
9147,MPV17L,MPV17L,3
9148,MPZL2,MPZL2,4
9149,MPZL3,MPZL3,3
9150,MR1,MR1,1
9151,MRAP,MRAP,1
9152,MRAP2,MRAP2,3
9153,MRAS,MRAS,1
9154,MRC1,MRC1,15
9155,MRC2,MRC2,12
9156,CDC42BPA,CDC42BPA,57
9157,CDC42BPB,CDC42BPB,44
9158,MRE11,MRE11,35
9159,MREG,MREG,7
9160,MYRF,MYRF,16
9161,ARID5B,ARID5B,32
9162,MRFAP1,MRFAP1,1
9163,MRFAP1L1,MRFAP1L1,1
9164,MRGBP,MRGBP,10
9165,MRGPRD,MRGPRD,2
9166,MRGPRF,MRGPRF,2
9167,MRGPRX1,MRGPRX1,1
9168,C7ORF49,CYREN,4
9169,MRI1,MRI1,1
9170,MYL9,MYL9,14
9171,MYL12B,MYL12B,11
9172,MYL2,MYL2,7
9173,MYL12A,MYL12A,10
9174,MRM1,MRM1,2
9175,MRNIP,MRNIP,8
9176,MROH5,MROH5,4
9177,MROH6,MROH6,6
9178,MROH7,MROH7,11
9179,MROH8,MROH8,3
9180,MROH9,MROH9,4
9181,MRPL57,MRPL57,1
9182,MRPL1,MRPL1,8
9183,MRPL10,MRPL10,4
9184,MRPL11,MRPL11,7
9185,MRPL12,MRPL12,1
9186,MRPL13,MRPL13,3
9187,MRPL14,MRPL14,4
9188,MRPL15,MRPL15,7
9189,MRPL16,MRPL16,4
9190,MRPL17,MRPL17,7
9191,MRPL18,MRPL18,3
9192,MRPL19,MRPL19,6
9193,MRPL2,MRPL2,9
9194,MRPL20,MRPL20,4
9195,MRPL21,MRPL21,3
9196,MRPL22,MRPL22,3
9197,MRPL23,MRPL23,2
9198,MRPL24,MRPL24,9
9199,MRPL27,MRPL27,5
9200,MRPL28,MRPL28,6
9201,MRPL3,MRPL3,3
9202,MRPL30,MRPL30,2
9203,MRPL32,MRPL32,3
9204,MRPL34,MRPL34,4
9205,MRPL35,MRPL35,5
9206,MRPL37,MRPL37,1
9207,MRPL38,MRPL38,3
9208,MRPL39,MRPL39,6
9209,MRPL4,MRPL4,7
9210,MRPL40,MRPL40,3
9211,MRPL42,MRPL42,1
9212,MRPL43,MRPL43,1
9213,MRPL44,MRPL44,7
9214,MRPL45,MRPL45,4
9215,MRPL46,MRPL46,4
9216,MRPL47,MRPL47,3
9217,MRPL48,MRPL48,3
9218,MRPL49,MRPL49,5
9219,MRPL50,MRPL50,5
9220,MRPL52,MRPL52,4
9221,MRPL53,MRPL53,2
9222,MRPL55,MRPL55,2
9223,MRPL9,MRPL9,3
9224,MRPS10,MRPS10,8
9225,MRPS11,MRPS11,3
9226,MRPS12,MRPS12,3
9227,MRPS14,MRPS14,2
9228,MRPS15,MRPS15,4
9229,MRPS16,MRPS16,4
9230,MRPS17,MRPS17,5
9231,MRPS18B,MRPS18B,9
9232,MRPS18C,MRPS18C,3
9233,MRPS2,MRPS2,8
9234,MRPS21,MRPS21,2
9235,MRPS22,MRPS22,7
9236,MRPS23,MRPS23,1
9237,MRPS24,MRPS24,1
9238,MRPS25,MRPS25,2
9239,MRPS27,MRPS27,15
9240,MRPS28,MRPS28,7
9241,MRPS30,MRPS30,3
9242,MRPS31,MRPS31,11
9243,MRPS33,MRPS33,6
9244,MRPS34,MRPS34,3
9245,MRPS35,MRPS35,10
9246,MRPS36,MRPS36,6
9247,MRPS5,MRPS5,12
9248,MRPS6,MRPS6,3
9249,MRPS7,MRPS7,8
9250,MRPS9,MRPS9,8
9251,MRRF,MRRF,6
9252,MRS2,MRS2,2
9253,MRTO4,MRTO4,13
9254,MRVI1,MRVI1,15
9255,MS4A1,MS4A1,14
9256,MS4A10,MS4A10,2
9257,MS4A12,MS4A12,3
9258,MS4A14,MS4A14,4
9259,MS4A15,MS4A15,3
9260,MS4A18,MS4A18,3
9261,MS4A3,MS4A3,1
9262,MS4A6A,MS4A6A,4
9263,MS4A7,MS4A7,2
9264,MS4A8,MS4A8,1
9265,MSANTD1,MSANTD1,4
9266,MSANTD2,MSANTD2,12
9267,MSANTD3,MSANTD3,4
9268,MSANTD4,MSANTD4,11
9269,MSC,MSC,3
9270,MSH2,MSH2,18
9271,MSH3,MSH3,19
9272,MSH4,MSH4,12
9273,MSH5,MSH5,8
9274,MSH6,MSH6,51
9275,RPS6KA5,RPS6KA5,31
9276,RPS6KA4,RPS6KA4,29
9277,MSL1,MSL1,24
9278,MSL2,MSL2,23
9279,MSL3,MSL3,21
9280,MSL3P1,MSL3P1,7
9281,MSLN,MSLN,4
9282,MSMB,MSMB,1
9283,MST1,MST1,3
9284,MSR1,MSR1,6
9285,MSRB2,MSRB2,4
9286,MSRB3,MSRB3,3
9287,STK4,STK4,34
9288,STK3,STK3,21
9289,STK24,STK24,23
9290,STK26,STK26,23
9291,MSTN,MSTN,1
9292,MSTO1,MSTO1,9
9293,DCAF6,DCAF6,15
9294,MSTP109,PARP12,1
9295,MSX1,MSX1,5
9296,MSX2,MSX2,7
9297,MT-ATP8,MT-ATP8,4
9298,MT-CYB,MT-CYB,3
9299,MT-ND2,MT-ND2,2
9300,MT-ND3,MT-ND3,2
9301,MT-ND4,MT-ND4,4
9302,MT-ND5,MT-ND5,3
9303,MT1B,MT1B,3
9304,MT1E,MT1E,2
9305,MT1F,MT1F,2
9306,MT1G,MT1G,3
9307,MT1H,MT1H,3
9308,MT1M,MT1M,5
9309,MT1X,MT1X,6
9310,MT2A,MT2A,7
9311,MTA1,MTA1,25
9312,MTA2,MTA2,33
9313,MTA3,MTA3,22
9314,TC2N,TC2N,30
9315,MTAP,MTAP,7
9316,MTBP,MTBP,18
9317,MTCH1,MTCH1,8
9318,MTCH2,MTCH2,12
9319,CMC4,CMC4,2
9320,MTERF1,MTERF1,6
9321,MTERF3,MTERF3,1
9322,MTF1,MTF1,11
9323,MTF2,MTF2,12
9324,MTFMT,MTFMT,3
9325,MTFR1,MTFR1,13
9326,MTG1,MTG1,3
9327,MTG2,MTG2,2
9328,MTHFD1,MTHFD1,28
9329,MTHFD1L,MTHFD1L,9
9330,MTHFD2,MTHFD2,5
9331,MTHFD2L,MTHFD2L,3
9332,MTHFR,MTHFR,5
9333,MTHFS,MTHFS,5
9334,MTHFSD,MTHFSD,4
9335,MTIF2,MTIF2,4
9336,MTIF3,MTIF3,1
9337,TESMIN,TESMIN,4
9338,MTM1,MTM1,21
9339,MTMR1,MTMR1,17
9340,MTMR10,MTMR10,18
9341,MTMR11,MTMR11,6
9342,MTMR12,MTMR12,17
9343,SBF2,SBF2,22
9344,MTMR14,MTMR14,23
9345,MTMR2,MTMR2,14
9346,MTMR3,MTMR3,34
9347,MTMR4,MTMR4,12
9348,SBF1,SBF1,56
9349,MTMR6,MTMR6,20
9350,MTMR7,MTMR7,7
9351,MTMR8,MTMR8,3
9352,MTMR9,MTMR9,2
9353,MTO1,MTO1,14
9354,MTOR,MTOR,57
9355,MTFP1,MTFP1,5
9356,MTPN,MTPN,3
9357,MTR,MTR,24
9358,MTRF1,MTRF1,8
9359,MTRF1L,MTRF1L,2
9360,MTRNR2L3,MTRNR2L3,1
9361,MTRR,MTRR,12
9362,MTSS1,MTSS1,29
9363,MTSS1L,MTSS2,47
9364,MTTP,MTTP,7
9365,MTURN,MTURN,2
9366,MTUS1,MTUS1,69
9367,MTUS2,MTUS2,30
9368,MTX1,MTX1,17
9369,MTX2,MTX2,6
9370,MTX3,MTX3,8
9371,MUC1,MUC1,26
9372,MUC12,MUC12,40
9373,MUC13,MUC13,8
9374,MUC15,MUC15,2
9375,MUC16,MUC16,404
9376,MUC17,MUC17,33
9377,MUC19,MUC19,60
9378,MUC2,MUC2,10
9379,MUC20,MUC20,10
9380,MUC21,MUC21,6
9381,MUC3,MUC3,15
9382,MUC3A,MUC3A,18
9383,MUC3B,MUC3B,5
9384,MUC4,MUC4,18
9385,MUC5AC,MUC5AC,41
9386,MUC5B,MUC5B,103
9387,MUC6,MUC6,26
9388,CDHR5,CDHR5,9
9389,LOC100508689,LOC100508689,9
9390,MCOLN1,MCOLN1,12
9391,AP5M1,AP5M1,6
9392,MUL1,MUL1,4
9393,MUM1,IRF4,16
9394,MUM1L1,PWWP3B,5
9395,CAVIN4,CAVIN4,5
9396,TRIM63,TRIM63,3
9397,MUS81,MUS81,11
9398,MSI1,MSI1,7
9399,MSI2,MSI2,8
9400,MUSK,MUSK,12
9401,MUSTN1,MUSTN1,1
9402,MUT,MUT,8
9403,BLOC1S5,BLOC1S5,8
9404,MUTYH,MUTYH,8
9405,MVD,MVD,17
9406,MVK,MVK,3
9407,MVP,MVP,21
9408,MX1,MX1,12
9409,MX2,MX2,11
9410,MXRA5,MXRA5,44
9411,MXRA7,MXRA7,10
9412,MXRA8,MXRA8,7
9413,MYADM,MYADM,12
9414,MYB,MYB,15
9415,MYBBP1A,MYBBP1A,60
9416,MYBPC1,MYBPC1,30
9417,MYBPC2,MYBPC2,16
9418,MYBPC3,MYBPC3,35
9419,MYBPH,MYBPH,4
9420,MYC,MYC,35
9421,MYCBP,MYCBP,1
9422,MYCBP2,MYCBP2,130
9423,MYCBPAP,MYCBPAP,6
9424,MYCT1,MYCT1,11
9425,MYD88,MYD88,3
9426,MYDGF,MYDGF,5
9427,MYEF2,MYEF2,17
9428,MPZ,MPZ,11
9429,MYEOV,MYEOV,2
9430,COPS9,COPS9,3
9431,MYF5,MYF5,2
9432,MYF6,MYF6,1
9433,C12ORF10,C12ORF10,6
9434,MYH1,MYH1,95
9435,MYH10,MYH10,61
9436,MYH11,MYH11,62
9437,MYH13,MYH13,42
9438,MYH14,MYH14,56
9439,MYH15,MYH15,16
9440,MYH16,MYH16,1
9441,MYH2,MYH2,95
9442,MYH3,MYH3,45
9443,MYH4,MYH4,77
9444,MYH6,MYH6,87
9445,MYH7,MYH7,126
9446,MYH7B,MYH7B,19
9447,MYH8,MYH8,69
9448,MYH9,MYH9,95
9449,MYL1,MYL1,6
9450,MYL10,MYL10,2
9451,MYL3,MYL3,9
9452,MYL4,MYL4,4
9453,MYL5,MYL5,1
9454,MYL6,MYL6,18
9455,MYL6B,MYL6B,6
9456,MYL7,MYL7,1
9457,MYLIP,MYLIP,8
9458,MYLPF,MYLPF,8
9459,MYNN,MYNN,15
9460,MYO10,MYO10,47
9461,MYO15A,MYO15A,26
9462,MYO15B,MYO15B,5
9463,MYO16,MYO16,20
9464,MYO18A,MYO18A,117
9465,MYO18B,MYO18B,50
9466,MYO19,MYO19,10
9467,MYO1A,MYO1A,17
9468,MYO1B,MYO1B,21
9469,MYO1C,MYO1C,40
9470,MYO1D,MYO1D,37
9471,MYO1E,MYO1E,40
9472,MYO1F,MYO1F,24
9473,MYO1G,MYO1G,33
9474,MYO1H,MYO1H,17
9475,MYO3A,MYO3A,21
9476,MYO3B,MYO3B,12
9477,MYO5A,MYO5A,39
9478,MYO5B,MYO5B,35
9479,MYO5C,MYO5C,17
9480,MYO6,MYO6,39
9481,MYO7A,MYO7A,14
9482,MYO7B,MYO7B,27
9483,MYO9A,MYO9A,60
9484,MYO9B,MYO9B,83
9485,MYOC,MYOC,5
9486,MYOCD,MYOCD,8
9487,MYOD1,MYOD1,8
9488,MYOF,MYOF,70
9489,MYOG,MYOG,4
9490,MYOM1,MYOM1,42
9491,MYOM2,MYOM2,58
9492,MYOM3,MYOM3,22
9493,MYORG,MYORG,6
9494,MYOT,MYOT,10
9495,MYOZ1,MYOZ1,16
9496,MYOZ2,MYOZ2,11
9497,MYOZ3,MYOZ3,4
9498,MYPN,MYPN,44
9499,MYPOP,MYPOP,9
9500,PPP1R12A,PPP1R12A,124
9501,MYRFL,MYRFL,4
9502,MYRIP,MYRIP,21
9503,MYSM1,MYSM1,16
9504,KAT8,KAT8,11
9505,KAT7,KAT7,64
9506,KAT6A,KAT6A,47
9507,KAT6B,KAT6B,44
9508,PKMYT1,PKMYT1,32
9509,MYT1L,MYT1L,23
9510,MZF1,MZF1,10
9511,MZT1,MZT1,1
9512,MZT2A,MZT2A,9
9513,MZT2B,MZT2B,13
9514,NCOR1,NCOR1,154
9515,MYCN,MYCN,7
9516,GLYR1,GLYR1,22
9517,WASL,WASL,19
9518,N4BP1,N4BP1,34
9519,N4BP2L1,N4BP2L1,5
9520,N4BP2L2,N4BP2L2,10
9521,NAA10,NAA10,19
9522,NAA11,NAA11,5
9523,NAA15,NAA15,16
9524,NAA16,NAA16,5
9525,NAA20,NAA20,4
9526,NAA25,NAA25,11
9527,NAA30,NAA30,19
9528,NAA35,NAA35,7
9529,NAA40,NAA40,3
9530,NAA50,NAA50,9
9531,NAALAD2,NAALAD2,3
9532,NAALADL1,NAALADL1,8
9533,NAALADL2,NAALADL2,12
9534,NAB1,NAB1,11
9535,NAB2,NAB2,16
9536,NACC1,NACC1,17
9537,NACA,NACA,33
9538,NACA2,NACA2,4
9539,NACAD,NACAD,15
9540,NACAP1,NACAP1,5
9541,CHRNA10,CHRNA10,2
9542,CHRNA2,CHRNA2,2
9543,CHRNA3,CHRNA3,6
9544,CHRNA4,CHRNA4,10
9545,CHRNA5,CHRNA5,4
9546,CHRNA6,CHRNA6,8
9547,CHRNA7,CHRNA7,8
9548,CHRNA9,CHRNA9,4
9549,CHRNB1,CHRNB1,4
9550,CHRNB4,CHRNB4,2
9551,CHRND,CHRND,8
9552,CHRNE,CHRNE,7
9553,CHRNG,CHRNG,4
9554,NADK,NADK,13
9555,NADK2,NADK2,10
9556,NADSYN1,NADSYN1,14
9557,NAF1,NAF1,16
9558,NBAS,NBAS,35
9559,NAGA,NAGA,2
9560,NAGK,NAGK,6
9561,NAGLU,NAGLU,7
9562,NAGPA,NAGPA,10
9563,NAGS,NAGS,3
9564,NAIF1,NAIF1,1
9565,NLRP1,NLRP1,4
9566,NALP1,NLRP1,1
9567,NLRP10,NLRP10,9
9568,NLRP4,NLRP4,1
9569,NANOG,NANOG,18
9570,NANOGNB,NANOGNB,1
9571,NANOS1,NANOS1,3
9572,NANOS3,NANOS3,3
9573,NANS,NANS,13
9574,NAP1L1,NAP1L1,19
9575,NAP1L2,NAP1L2,8
9576,NAP1L3,NAP1L3,15
9577,NAP1L4,NAP1L4,22
9578,NAP1L5,NAP1L5,2
9579,NCKAP5,NCKAP5,49
9580,NAPB,NAPB,5
9581,NAPEPLD,NAPEPLD,1
9582,NAPRT,NAPRT,7
9583,NAPSA,NAPSA,2
9584,NARF,NARF,9
9585,NARFL,CIAO3,9
9586,ICE2,ICE2,29
9587,RAB34,RAB34,15
9588,NARS,NARS,8
9589,NARS2,NARS2,4
9590,NASP,NASP,65
9591,NAT1,NAT1,10
9592,NAT16,NAT16,3
9593,NAT2,NAT2,2
9594,NAT6,HYAL1,8
9595,NAT8,NAT8,1
9596,NAT8B,NAT8B,1
9597,NAV1,NAV1,164
9598,NAV2,NAV2,99
9599,NAV3,NAV3,73
9600,BABAM1,BABAM1,17
9601,NBEAL1,NBEAL1,36
9602,NBEAL2,NBEAL2,42
9603,NBL1,NBL1,1
9604,NBPF1,NBPF1,13
9605,NBPF10,NBPF10,14
9606,NBPF11,NBPF11,11
9607,NBPF12,NBPF12,1
9608,NBPF14,NBPF14,8
9609,NBPF15,NBPF15,7
9610,NBPF19,NBPF19,14
9611,NBPF26,NBPF26,2
9612,NBPF3,NBPF3,2
9613,NBPF4,NBPF4,2
9614,NBPF6,NBPF6,5
9615,NBPF7,NBPF7,1
9616,NBPF8,NBPF8,9
9617,NBPF9,NBPF9,14
9618,NBR1,NBR1,20
9619,NBN,NBN,43
9620,NCALD,NCALD,5
9621,L1CAM,L1CAM,29
9622,NCAM1,NCAM1,11
9623,NCAM2,NCAM2,10
9624,NCAPD3,NCAPD3,49
9625,NCAPG,NCAPG,35
9626,NCAPH,NCAPH,44
9627,NCAPH2,NCAPH2,37
9628,NCBP1,NCBP1,19
9629,NCBP2,NCBP2,10
9630,NCBP2L,NCBP2L,3
9631,NCCRP1,NCCRP1,7
9632,SLC12A3,SLC12A3,14
9633,NCDN,NCDN,5
9634,NCK1,NCK1,18
9635,NCK2,NCK2,21
9636,NCKAP1,NCKAP1,29
9637,NCKAP5L,NCKAP5L,42
9638,NCKIPSD,NCKIPSD,21
9639,NCL,NCL,63
9640,NCLN,NCLN,5
9641,CWC22,CWC22,35
9642,NCOA4,NCOA4,18
9643,NCOA5,NCOA5,38
9644,NCOA6,NCOA6,37
9645,NCOA7,NCOA7,49
9646,NCOR1P1,NCOR1P1,1
9647,NCR1,NCR1,3
9648,NCR2,NCR2,5
9649,SLC8A1,SLC8A1,14
9650,NDEL1,NDEL1,20
9651,NDFIP1,NDFIP1,15
9652,NDFIP2,NDFIP2,11
9653,NME7,NME7,8
9654,NDN,NDN,3
9655,NDNF,NDNF,4
9656,NDOR1,NDOR1,3
9657,NDP,NDP,1
9658,STK38,STK38,25
9659,STK38L,STK38L,14
9660,NDRG1,NDRG1,29
9661,NDRG2,NDRG2,26
9662,NDRG3,NDRG3,23
9663,NDRG4,NDRG4,10
9664,NDST1,NDST1,10
9665,NDST2,NDST2,6
9666,NDST3,NDST3,10
9667,NDST4,NDST4,15
9668,NDUFA1,NDUFA1,4
9669,NDUFA10,NDUFA10,9
9670,NDUFA11,NDUFA11,5
9671,NDUFA12,NDUFA12,2
9672,NDUFA2,NDUFA2,1
9673,NDUFA3,NDUFA3,3
9674,NDUFA4,NDUFA4,4
9675,NDUFA4L2,NDUFA4L2,2
9676,NDUFA5,NDUFA5,1
9677,NDUFA6,NDUFA6,2
9678,NDUFA7,NDUFA7,7
9679,NDUFA8,NDUFA8,3
9680,NDUFAB1,NDUFAB1,3
9681,NDUFAF1,NDUFAF1,6
9682,NDUFAF2,NDUFAF2,8
9683,NDUFAF3,NDUFAF3,2
9684,NDUFAF4,NDUFAF4,4
9685,NDUFAF5,NDUFAF5,6
9686,NDUFAF6,NDUFAF6,4
9687,NDUFAF7,NDUFAF7,5
9688,NDUFAF8,NDUFAF8,4
9689,NDUFB1,NDUFB1,2
9690,NDUFB10,NDUFB10,9
9691,NDUFB11,NDUFB11,4
9692,NDUFB2,NDUFB2,2
9693,NDUFB3,NDUFB3,1
9694,NDUFB4,NDUFB4,3
9695,NDUFB5,NDUFB5,1
9696,NDUFB6,NDUFB6,8
9697,NDUFB7,NDUFB7,4
9698,NDUFB8,NDUFB8,7
9699,NDUFB9,NDUFB9,9
9700,NDUFC2,NDUFC2,3
9701,NDUFS1,NDUFS1,17
9702,NDUFS2,NDUFS2,2
9703,NDUFS3,NDUFS3,12
9704,NDUFS4,NDUFS4,4
9705,NDUFS6,NDUFS6,4
9706,NDUFS7,NDUFS7,3
9707,NDUFV1,NDUFV1,6
9708,NDUFV2,NDUFV2,8
