Genes,PhosNo,Norm_Symbol
PBX2,14,PBX2
PBX3,1,PBX3
RPL13A,6,RPL13A
ARL1.00,1,ARL1.00
MLH1,22,MLH1
STAT3,26,STAT3
USP8,50,USP8
PEX19,12,PEX19
SLC26A3,1,SLC26A3
MDH1,18,MDH1
MDH2,22,MDH2
IL15,1,IL15
RFC5,5,RFC5
RFC3,11,RFC3
HADHA,15,HADHA
CCNF,3,CCNF
EIF2S3,18,EIF2S3
ID1,2,ID1
OPRD1,4,OPRD1
OPRK1,1,OPRK1
OPRL1,2,OPRL1
LEP,1,LEP
ETV5,6,ETV5
ETV3,24,ETV3
CASR,1,CASR
AQP2,1,AQP2
BCL6,23,BCL6
CETN2,5,CETN2
ETV6,36,ETV6
EIF2D,8,EIF2D
CD200,1,CD200
MNDA,1,MNDA
PRPH,23,PRPH
RGS2,1,RGS2
WNT5A,4,WNT5A
BUD31,2,BUD31
SOX3,2,SOX3
UBA7,6,UBA7
NAA10,21,NAA10
KDM5C,27,KDM5C
P2RY2,4,P2RY2
HNF4A,8,HNF4A
PPP1R2,22,PPP1R2
CSK,8,CSK
PNPLA4,4,PNPLA4
GARS,22,GARS
IARS,19,IARS
NBL1,1,NBL1
TNFSF9,4,TNFSF9
MAP3K8,2,MAP3K8
FOLR3,1,FOLR3
SLC19A1,12,SLC19A1
EIF1,9,EIF1
ADCYAP1R1,3,ADCYAP1R1
VIPR2,8,VIPR2
GRM5,16,GRM5
HTR2B,2,HTR2B
CCR2,1,CCR2
TSPAN7,4,TSPAN7
PRKCI,23,PRKCI
MC3R,1,MC3R
ELK3,16,ELK3
ACTR1B,7,ACTR1B
CD86,3,CD86
ECI1,5,ECI1
TMPO,133,TMPO
STAT1,16,STAT1
STAT6,2,STAT6
STAT5A,14,STAT5A
GRIA1,8,GRIA1
GRIA2,9,GRIA2
GRIA3,2,GRIA3
MTREX,9,MTREX
AKR1C3,8,AKR1C3
ARHGAP25,27,ARHGAP25
PIK3CA,14,PIK3CA
PIK3CB,2,PIK3CB
MTOR,36,MTOR
PI4KA,38,PI4KA
HAL,7,HAL
EPS15,50,EPS15
MLLT3,12,MLLT3
CASP3,5,CASP3
CASP2,8,CASP2
DPP6,6,DPP6
RPS27,6,RPS27
MATK,7,MATK
TEC,9,TEC
TXK,3,TXK
ABL2,80,ABL2
FRK,18,FRK
HELZ,51,HELZ
NCAPD3,44,NCAPD3
RBM34,12,RBM34
LIFR,15,LIFR
LRPPRC,23,LRPPRC
ACAA2,3,ACAA2
RPL35,5,RPL35
WAS,11,WAS
CDKN2A,6,CDKN2A
CDKN2C,2,CDKN2C
HTT,43,HTT
ECE1,10,ECE1
MTHFR,5,MTHFR
SLC1A3,3,SLC1A3
SLC1A2,10,SLC1A2
SLC1A1,5,SLC1A1
SLC1A4,7,SLC1A4
GDF5,2,GDF5
PAFAH1B1,13,PAFAH1B1
PTGER3,4,PTGER3
PTGER2,5,PTGER2
PTGIR,1,PTGIR
MCAM,8,MCAM
DCC,15,DCC
CRAT,5,CRAT
GLP1R,3,GLP1R
MATR3,88,MATR3
MSH2,9,MSH2
GRK6,10,GRK6
BTD,1,BTD
ETV4,10,ETV4
GPD2,5,GPD2
SSR1,8,SSR1
SSR2,1,SSR2
CRYBB2,3,CRYBB2
RAD52,10,RAD52
ALDH3B1,1,ALDH3B1
NR4A2,13,NR4A2
MAGEA1,5,MAGEA1
MAGEA2,2,MAGEA2
MAGEA3,1,MAGEA3
MAGEA4,5,MAGEA4
MAGEA6,1,MAGEA6
MAGEA10,2,MAGEA10
MAGEA11,5,MAGEA11
MAGEA12,1,MAGEA12
MAGEB1,6,MAGEB1
PTPN9,8,PTPN9
ZAP70,34,ZAP70
SYK,30,SYK
RANBP1,11,RANBP1
TNFRSF4,2,TNFRSF4
NAMPT,10,NAMPT
KIR2DL1,7,KIR2DL1
KIR2DL2,1,KIR2DL2
KIR2DL3,1,KIR2DL3
KIR3DL1,2,KIR3DL1
KIR2DS2,1,KIR2DS2
KIR2DS4,1,KIR2DS4
AFM,10,AFM
LPAR6,2,LPAR6
CHRNA4,6,CHRNA4
PSMC4,12,PSMC4
GATA4,6,GATA4
NKX2-1,8,NKX2-1
TSFM,3,TSFM
TNNT3,4,TNNT3
TNNT2,1,TNNT2
ABCG1,5,ABCG1
PPIC,3,PPIC
VDAC2,19,VDAC2
ACADSB,1,ACADSB
CBX5,14,CBX5
USP5,22,USP5
MAPK8,7,MAPK8
MAPK9,3,MAPK9
MAP2K4,12,MAP2K4
MKI67,373,MKI67
PHKA2,33,PHKA2
PHKA1,22,PHKA1
SLC15A1,2,SLC15A1
RANGAP1,14,RANGAP1
RECQL,17,RECQL
NOP2,48,NOP2
GPR3,1,GPR3
GPR1,4,GPR1
CCR10,2,CCR10
HTR3A,1,HTR3A
ATRX,191,ATRX
CRK,31,CRK
CRKL,22,CRKL
MTIF2,4,MTIF2
BAG6,37,BAG6
GSTM5,3,GSTM5
NSF,15,NSF
CDKN1B,10,CDKN1B
NOTCH1,21,NOTCH1
BDKRB1,1,BDKRB1
IER3,3,IER3
MAP2K3,8,MAP2K3
BRCC3,3,BRCC3
RPL27A,5,RPL27A
RPL5,19,RPL5
RPL21,8,RPL21
RPL28,10,RPL28
RPS9,12,RPS9
RPS5,8,RPS5
RPS10,12,RPS10
MAP1B,304,MAP1B
GNPDA1,5,GNPDA1
NEDD4,18,NEDD4
YAP1,62,YAP1
UTRN,71,UTRN
IQGAP1,62,IQGAP1
HAAO,2,HAAO
GYG1,6,GYG1
STT3A,5,STT3A
GALR1,4,GALR1
RABIF,1,RABIF
CSN1S1,4,CSN1S1
PLA2G4A,22,PLA2G4A
RAP1GAP,20,RAP1GAP
CAPZA2,3,CAPZA2
CAPZB,17,CAPZB
EIF1AX,4,EIF1AX
GABRB2,3,GABRB2
GCGR,6,GCGR
OR1G1,1,OR1G1
ALDH1A3,8,ALDH1A3
QARS,14,QARS
HTR5A,2,HTR5A
AVPR1B,2,AVPR1B
CDX1,1,CDX1
RPL29,9,RPL29
ID4,3,ID4
ZFP36L2,25,ZFP36L2
UQCRFS1,3,UQCRFS1
XDH,7,XDH
XCL1,1,XCL1
FASLG,3,FASLG
SLC6A8,9,SLC6A8
ATP5O,11,ATP5O
KCNJ6,3,KCNJ6
CPA2,1,CPA2
GRIA4,8,GRIA4
LIMS1,5,LIMS1
GLIPR1,2,GLIPR1
CXCL12,1,CXCL12
SLC6A11,2,SLC6A11
SLC6A9,7,SLC6A9
NPBWR1,2,NPBWR1
PREP,7,PREP
ME1,6,ME1
GLRB,4,GLRB
GABRA4,8,GABRA4
IREB2,13,IREB2
ATP5G3,2,ATP5G3
TFPI2,1,TFPI2
LEPR,4,LEPR
RFX2,10,RFX2
RFX3,8,RFX3
RFX5,22,RFX5
PIP4K2A,11,PIP4K2A
SOX2,10,SOX2
SOX9,12,SOX9
RXRG,3,RXRG
ARCN1,18,ARCN1
ALDH3B2,1,ALDH3B2
LSS,10,LSS
PPP3CC,6,PPP3CC
GCLC,12,GCLC
GCLM,2,GCLM
KCNJ5,1,KCNJ5
KCNC1,6,KCNC1
KCNJ3,2,KCNJ3
IFNAR2,12,IFNAR2
NRIP1,22,NRIP1
TRAPPC10,34,TRAPPC10
PSMD8,8,PSMD8
SERPINB4,3,SERPINB4
SERPINB10,4,SERPINB10
PRRC2A,122,PRRC2A
GSS,11,GSS
CCT5,15,CCT5
PTDSS1,17,PTDSS1
SLC1A6,4,SLC1A6
KRT6C,33,KRT6C
NES,110,NES
HSPA13,5,HSPA13
AMT,6,AMT
CSNK1A1,17,CSNK1A1
CSNK1D,29,CSNK1D
IDH2,10,IDH2
PIK3CG,7,PIK3CG
PITPNB,6,PITPNB
MASP1,2,MASP1
HSPA7,12,HSPA7
LHX1,2,LHX1
SLC4A3,9,SLC4A3
SLC9A3,8,SLC9A3
TDO2,5,TDO2
TNNI2,5,TNNI2
CD97,12,CD97
TRPC1,4,TRPC1
POLD2,10,POLD2
MARCKSL1,30,MARCKSL1
HCAR3,6,HCAR3
PXN,60,PXN
CAMLG,11,CAMLG
NR2C2,21,NR2C2
MAPKAPK2,15,MAPKAPK2
NPY2R,4,NPY2R
ALDH9A1,10,ALDH9A1
RPL34,7,RPL34
TGM4,1,TGM4
RPIA,4,RPIA
LMAN1,4,LMAN1
SLC11A1,2,SLC11A1
SLC11A2,1,SLC11A2
MTNR1B,1,MTNR1B
NASP,62,NASP
FMO5,6,FMO5
FASN,83,FASN
POU3F4,4,POU3F4
FNTA,8,FNTA
FNTB,7,FNTB
DHPS,4,DHPS
CCT3,25,CCT3
MRPL19,4,MRPL19
ARRB1,8,ARRB1
TUFM,11,TUFM
AMPH,11,AMPH
ALDH7A1,12,ALDH7A1
CYB561,3,CYB561
GLUD2,8,GLUD2
CENPA,9,CENPA
CENPF,146,CENPF
SRP9,5,SRP9
UBE2A,4,UBE2A
PCYT1A,22,PCYT1A
AARS,25,AARS
CARS,17,CARS
HARS2,10,HARS2
SARS,13,SARS
PPM1F,3,PPM1F
DGKG,8,DGKG
TTPA,2,TTPA
HOXA1,2,HOXA1
MAN2A2,9,MAN2A2
PRIM1,8,PRIM1
PRIM2,12,PRIM2
CASP4,5,CASP4
CSNK1E,18,CSNK1E
STAR,1,STAR
CXCR3,1,CXCR3
PRLHR,1,PRLHR
GPR15,6,GPR15
CTCF,27,CTCF
CEBPD,2,CEBPD
PSMB3,4,PSMB3
PSMB2,7,PSMB2
MCM2,42,MCM2
THBS3,5,THBS3
COMP,1,COMP
ACADVL,12,ACADVL
YLPM1,33,YLPM1
ACOT2,8,ACOT2
VPS41,5,VPS41
RBM25,20,RBM25
NUMB,49,NUMB
RGS6,4,RGS6
CLK1,21,CLK1
CLK2,27,CLK2
CLK3,25,CLK3
PSEN1,19,PSEN1
EIF2B2,7,EIF2B2
HINT1,3,HINT1
FHIT,2,FHIT
NUP153,114,NUP153
RANBP2,243,RANBP2
RGS19,11,RGS19
RGS3,41,RGS3
RGS4,2,RGS4
RGS7,6,RGS7
PSEN2,11,PSEN2
TSC2,85,TSC2
NDUFV1,6,NDUFV1
GSK3A,25,GSK3A
GSK3B,24,GSK3B
STK19,3,STK19
TAF6,20,TAF6
KLK7,1,KLK7
SMCP,2,SMCP
NT5C2,9,NT5C2
SEPHS1,4,SEPHS1
SELENOP,2,SELENOP
ZNF165,10,ZNF165
MTHFS,5,MTHFS
GMPS,24,GMPS
LIG3,38,LIG3
LIG4,6,LIG4
CDKN1C,4,CDKN1C
MRE11,29,MRE11
ENTPD1,1,ENTPD1
AGTR2,1,AGTR2
HNMT,4,HNMT
GNAQ,2,GNAQ
GNG4,1,GNG4
GNG10,4,GNG10
IDH3A,4,IDH3A
MNX1,7,MNX1
MEOX1,2,MEOX1
MEOX2,6,MEOX2
SULT1A1,2,SULT1A1
SULT1A2,2,SULT1A2
CRIP1,6,CRIP1
MMP14,3,MMP14
GDI2,26,GDI2
EMD,44,EMD
HTR6,2,HTR6
CPT1A,8,CPT1A
GATM,3,GATM
SLC26A2,12,SLC26A2
SERPINB8,2,SERPINB8
SERPINB9,7,SERPINB9
SERPINH1,18,SERPINH1
LHX2,1,LHX2
CSRP3,13,CSRP3
PDLIM4,29,PDLIM4
ST13,12,ST13
MXI1,2,MXI1
PEX5,4,PEX5
ERF,37,ERF
ETV1,3,ETV1
VASP,32,VASP
ASCL1,5,ASCL1
DNM2,28,DNM2
METAP2,16,METAP2
TNFSF10,9,TNFSF10
TUB,1,TUB
CDK7,13,CDK7
TOB1,7,TOB1
HLCS,13,HLCS
KNTC1,10,KNTC1
RASSF2,10,RASSF2
CDK9,21,CDK9
LRBA,80,LRBA
BCAM,4,BCAM
RPL14,4,RPL14
CCT8,22,CCT8
CCT4,22,CCT4
ATP1A2,22,ATP1A2
ANXA11,20,ANXA11
PAPOLA,48,PAPOLA
FXR1,40,FXR1
FXR2,49,FXR2
GZMM,1,GZMM
RAB5C,5,RAB5C
RAB7A,9,RAB7A
RAB9A,7,RAB9A
RAB13,15,RAB13
RAB28,6,RAB28
RAB27A,9,RAB27A
PDE6C,1,PDE6C
SCNN1B,1,SCNN1B
SCNN1G,1,SCNN1G
SCNN1D,3,SCNN1D
PLCD1,13,PLCD1
DAP,8,DAP
DAP3,5,DAP3
RORC,2,RORC
BLK,6,BLK
DUSP3,2,DUSP3
INSL3,3,INSL3
ZNF80,1,ZNF80
ZNF81,5,ZNF81
MMP15,1,MMP15
MMP16,1,MMP16
NOVA1,6,NOVA1
ZNF84,12,ZNF84
DNA2,5,DNA2
SMARCA2,43,SMARCA2
SMARCA4,61,SMARCA4
IDH3G,2,IDH3G
GALK1,2,GALK1
BCAP31,3,BCAP31
P2RX1,4,P2RX1
TPMT,8,TPMT
BRCA2,89,BRCA2
CYP2J2,1,CYP2J2
RENBP,3,RENBP
MECP2,44,MECP2
HCFC1,78,HCFC1
IRAK1,11,IRAK1
CAV2,9,CAV2
ALDH3A2,2,ALDH3A2
ALDH5A1,5,ALDH5A1
GPC3,3,GPC3
HSD17B4,27,HSD17B4
PSMD7,2,PSMD7
UBE2D1,1,UBE2D1
GPM6A,3,GPM6A
CCR5,2,CCR5
SUOX,2,SUOX
SGSH,2,SGSH
ARSD,2,ARSD
STAT5B,10,STAT5B
APLP1,8,APLP1
USP11,15,USP11
ZNF157,2,ZNF157
KCNQ1,4,KCNQ1
CLCN2,17,CLCN2
CLCN3,4,CLCN3
CLCN5,2,CLCN5
CLCN6,7,CLCN6
CLCN7,14,CLCN7
CLCNKA,3,CLCNKA
CLCNKB,3,CLCNKB
PLXNA3,18,PLXNA3
VAMP7,2,VAMP7
GPR143,3,GPR143
XK,5,XK
RPS6KA3,29,RPS6KA3
BMX,13,BMX
ZNF41,7,ZNF41
ZNF75D,5,ZNF75D
AFF2,20,AFF2
PRKX,4,PRKX
AFF1,42,AFF1
AFF3,13,AFF3
ADCY7,2,ADCY7
GUCY2F,5,GUCY2F
NR0B1,1,NR0B1
TKTL1,4,TKTL1
AKR1D1,5,AKR1D1
HDGF,15,HDGF
TDGF1P3,3,TDGF1P3
CASP5,1,CASP5
LUM,5,LUM
CNN1,7,CNN1
CCNH,6,CCNH
MNAT1,6,MNAT1
NEK2,12,NEK2
NEK3,8,NEK3
NEK4,21,NEK4
CCNG1,2,CCNG1
UBE2E1,17,UBE2E1
NDUFA8,4,NDUFA8
HNRNPA3,18,HNRNPA3
FUT6,1,FUT6
MYOM1,56,MYOM1
PGD,14,PGD
HNRNPM,29,HNRNPM
KPNA2,24,KPNA2
KPNA1,9,KPNA1
NCBP2,6,NCBP2
RAP1GDS1,3,RAP1GDS1
JAK3,10,JAK3
DGKE,2,DGKE
POLR2H,12,POLR2H
POLR2J,1,POLR2J
MAP2K6,6,MAP2K6
ARHGDIA,14,ARHGDIA
ARHGDIB,10,ARHGDIB
SLC7A2,15,SLC7A2
AGFG1,24,AGFG1
HNRNPF,27,HNRNPF
STAT2,8,STAT2
GTF2A1,3,GTF2A1
GTF2A2,1,GTF2A2
MSH6,44,MSH6
KIF11,18,KIF11
VAV2,23,VAV2
ZNF133,6,ZNF133
ZNF136,11,ZNF136
ZNF140,3,ZNF140
ZNF131,5,ZNF131
ZNF132,2,ZNF132
ZNF134,3,ZNF134
ZNF135,14,ZNF135
ZNF137P,1,ZNF137P
ZNF138,4,ZNF138
ZNF142,14,ZNF142
ZNF143,10,ZNF143
RBM5,20,RBM5
CHN2,4,CHN2
RIDA,5,RIDA
SMS,6,SMS
HK2,16,HK2
HK3,5,HK3
EFNA4,2,EFNA4
EFNB2,21,EFNB2
EFNA5,2,EFNA5
STC1,3,STC1
DGKQ,7,DGKQ
NDST1,1,NDST1
NDST2,4,NDST2
THOP1,17,THOP1
AKR1C2,7,AKR1C2
CAPZA1,5,CAPZA1
HMGA2,13,HMGA2
CRIP2,19,CRIP2
PDX1,5,PDX1
NUP98,82,NUP98
GBX2,1,GBX2
NKX2-5,3,NKX2-5
LBX1,3,LBX1
BLVRA,3,BLVRA
SLC25A1,7,SLC25A1
PPP5C,12,PPP5C
PLK1,25,PLK1
DAPK1,20,DAPK1
ARFIP2,8,ARFIP2
ARFIP1,23,ARFIP1
NUDT6,1,NUDT6
NUBP1,6,NUBP1
ACLY,52,ACLY
COL4A4,1,COL4A4
FOSB,1,FOSB
CEBPG,2,CEBPG
METAP1,5,METAP1
SUCLG1,7,SUCLG1
MVD,12,MVD
PGGT1B,4,PGGT1B
RABGGTB,4,RABGGTB
COPB1,20,COPB1
COPA,24,COPA
CTSC,1,CTSC
LIMK1,25,LIMK1
LIMK2,16,LIMK2
CRYBB1,2,CRYBB1
CLTCL1,16,CLTCL1
AP3M2,2,AP3M2
AP2S1,1,AP2S1
HCCS,2,HCCS
ITGA8,2,ITGA8
MAPK12,9,MAPK12
MAPK10,8,MAPK10
SLC5A3,11,SLC5A3
PTTG1IP,5,PTTG1IP
TTC3,28,TTC3
RCAN1,5,RCAN1
SMTN,75,SMTN
PLA2G16,1,PLA2G16
SLC16A1,14,SLC16A1
IST1,19,IST1
SEC24C,13,SEC24C
SUB1,19,SUB1
POLG,1,POLG
CLNS1A,16,CLNS1A
CRISP3,1,CRISP3
BLM,88,BLM
RARS,17,RARS
HIRA,30,HIRA
SLC18A1,1,SLC18A1
ATXN3,7,ATXN3
ATXN1,18,ATXN1
HAP1,3,HAP1
ATN1,49,ATN1
TERF1,14,TERF1
PMS1,7,PMS1
PMS2,23,PMS2
CACNB3,11,CACNB3
CACNA2D1,4,CACNA2D1
MYOM2,69,MYOM2
PNLIPRP1,2,PNLIPRP1
OAZ1,3,OAZ1
YARS,19,YARS
USP14,22,USP14
PRKAG1,8,PRKAG1
PRKAA2,15,PRKAA2
HSPA2,28,HSPA2
ATP12A,12,ATP12A
ATP1B3,2,ATP1B3
FXYD2,3,FXYD2
RAD23A,29,RAD23A
RAD23B,12,RAD23B
PDE1A,1,PDE1A
EPHB3,22,EPHB3
EPHA5,10,EPHA5
EPHB4,28,EPHB4
EPHB1,13,EPHB1
EPHA4,11,EPHA4
DVL1P1,7,DVL1P1
GALC,1,GALC
AK2,13,AK2
PRRX1,8,PRRX1
GAS1,1,GAS1
GYS2,5,GYS2
NRL,1,NRL
UGT2B15,9,UGT2B15
HMGCS2,2,HMGCS2
ALDH18A1,15,ALDH18A1
NAPA,10,NAPA
ADPRH,1,ADPRH
AIF1,4,AIF1
EIF5,20,EIF5
SLC12A2,33,SLC12A2
SLC12A3,7,SLC12A3
PSMD4,10,PSMD4
DRG2,6,DRG2
GEM,4,GEM
RRAD,11,RRAD
CSE1L,16,CSE1L
AQP5,1,AQP5
VCP,49,VCP
MFAP1,22,MFAP1
MFAP3,12,MFAP3
HADHB,5,HADHB
F2RL1,10,F2RL1
AQP4,4,AQP4
INHBC,4,INHBC
GDF10,1,GDF10
MANF,2,MANF
MTTP,4,MTTP
NCKAP1L,8,NCKAP1L
AFDN,138,AFDN
MLLT10,33,MLLT10
MLLT6,46,MLLT6
ELL,22,ELL
BRPF1,56,BRPF1
NAP1L1,16,NAP1L1
CASP7,10,CASP7
CASP9,7,CASP9
CASP6,4,CASP6
ADK,3,ADK
ADAR,48,ADAR
LAMB2,11,LAMB2
CDH4,6,CDH4
CDH6,9,CDH6
CDH8,2,CDH8
CDH11,8,CDH11
CDH12,1,CDH12
CDH13,2,CDH13
CDH15,1,CDH15
FOXG1,1,FOXG1
FOXA1,15,FOXA1
FOXA3,2,FOXA3
TPD52,29,TPD52
PRMT2,2,PRMT2
PKNOX1,7,PKNOX1
SEC13,9,SEC13
SNU13,5,SNU13
PAX9,3,PAX9
CCL23,1,CCL23
NPEPPS,17,NPEPPS
GFER,3,GFER
HNRNPH2,22,HNRNPH2
OXCT1,9,OXCT1
UCP2,2,UCP2
SUMO3,4,SUMO3
EIF3B,32,EIF3B
RAG2,1,RAG2
FCGRT,4,FCGRT
BID,6,BID
ATP5J2,2,ATP5J2
GFRA1,3,GFRA1
DLX1,3,DLX1
DLX6,3,DLX6
TPTE,1,TPTE
NDUFV3,22,NDUFV3
RRP1,13,RRP1
MARS,14,MARS
ITGA1,9,ITGA1
CTSW,3,CTSW
ARPP19,12,ARPP19
MAZ,9,MAZ
TCL1A,1,TCL1A
POLE2,3,POLE2
P2RX3,7,P2RX3
AP1S2,2,AP1S2
MP68,2,MP68
ATP5F1E,1,ATP5F1E
ATP5I,2,ATP5I
LGALS4,6,LGALS4
HDAC4,35,HDAC4
EIF6,13,EIF6
CTBP2,12,CTBP2
NDUFA6,2,NDUFA6
PEX3,2,PEX3
NME5,1,NME5
PER3,16,PER3
SOX10,17,SOX10
KCNQ4,7,KCNQ4
WNT3A,4,WNT3A
WNT4,1,WNT4
WNT7B,3,WNT7B
RP1,18,RP1
CLDN6,7,CLDN6
CLDN8,2,CLDN8
CLDN12,3,CLDN12
BACE1,3,BACE1
EDDM3B,2,EDDM3B
HSD17B7,7,HSD17B7
BCAR1,44,BCAR1
STX17,6,STX17
NRG3,10,NRG3
RBM11,1,RBM11
H2BFS,17,H2BFS
PIGP,1,PIGP
HUNK,2,HUNK
SIK1,16,SIK1
RWDD2B,7,RWDD2B
PRDM15,23,PRDM15
SOX8,17,SOX8
UBASH3A,12,UBASH3A
C21orf59,5,C21orf59
MAP3K7CL,1,MAP3K7CL
RIPK4,25,RIPK4
WDR4,3,WDR4
TBX4,2,TBX4
SCAND1,7,SCAND1
JAM2,4,JAM2
TMEM33,1,TMEM33
SLC8A3,5,SLC8A3
SYNJ2BP,3,SYNJ2BP
GEMIN4,4,GEMIN4
EVC,9,EVC
KLF3,21,KLF3
PCBP3,9,PCBP3
PCBP4,2,PCBP4
TMPRSS3,1,TMPRSS3
RAB38,1,RAB38
RAB25,4,RAB25
CORO7,11,CORO7
CLDN2,1,CLDN2
NUP107,30,NUP107
GSDMD,15,GSDMD
SNX16,22,SNX16
EEFSEC,4,EEFSEC
KCNK10,1,KCNK10
SESN2,2,SESN2
SESN3,8,SESN3
FOXL2,2,FOXL2
SPINK7,1,SPINK7
EPPK1,103,EPPK1
OR2B6,1,OR2B6
OR4D2,1,OR4D2
LOXL3,1,LOXL3
ZNF121,7,ZNF121
ANTXR2,12,ANTXR2
MLF1.00,6,MLF1.00
ADAMTS12,14,ADAMTS12
NRXN1,20,NRXN1
NRXN2,14,NRXN2
NXPH1,1,NXPH1
FAM3B,3,FAM3B
LINC00158,1,LINC00158
MTPN,1,MTPN
FXYD7,4,FXYD7
TIRAP,4,TIRAP
HIST1H2BD,18,HIST1H2BD
RTP1,2,RTP1
NLRP6,3,NLRP6
NLRP11,5,NLRP11
NLRP12,3,NLRP12
NLRP5,6,NLRP5
STARD6,2,STARD6
RAB15,5,RAB15
TPPP2,1,TPPP2
ADAMTS20,15,ADAMTS20
TAS2R39,1,TAS2R39
TAS2R41,1,TAS2R41
TAS2R46,1,TAS2R46
TAS2R19,1,TAS2R19
GNG2,4,GNG2
SELENOV,3,SELENOV
ZNF280A,2,ZNF280A
BPIFB3,1,BPIFB3
BPIFB4,7,BPIFB4
LILRA4,1,LILRA4
DNAJB13,3,DNAJB13
ZNF445,12,ZNF445
ARPC4,7,ARPC4
ELOF1,3,ELOF1
CD81,2,CD81
RNASE9,1,RNASE9
TPI1,21,TPI1
PLP1,6,PLP1
EIF3E,12,EIF3E
KRTAP10-1,6,KRTAP10-1
KRTAP10-5,5,KRTAP10-5
KRTAP10-6,1,KRTAP10-6
KRTAP10-4,5,KRTAP10-4
KRTAP10-7,6,KRTAP10-7
KRTAP10-8,5,KRTAP10-8
KRTAP10-9,2,KRTAP10-9
KRTAP10-12,5,KRTAP10-12
SEC61B,14,SEC61B
PTEN,11,PTEN
ERVFC1,1,ERVFC1
ERVPABLB-1,2,ERVPABLB-1
PPP4C,2,PPP4C
GABARAPL2,3,GABARAPL2
UBE2G2,1,UBE2G2
ERVFC1-1,2,ERVFC1-1
MYL6,14,MYL6
ACTB,43,ACTB
RAC3,3,RAC3
EIF4A1,21,EIF4A1
ZP1,1,ZP1
RPS20,12,RPS20
SNAP25,2,SNAP25
PRPS1,12,PRPS1
GPR85,1,GPR85
PSMA6,17,PSMA6
S100A10,3,S100A10
CDC42,5,CDC42
DSTN,12,DSTN
GMFB,2,GMFB
RAB8A,11,RAB8A
SRP54,8,SRP54
RAB4B,3,RAB4B
RAB2A,7,RAB2A
RAB5B,5,RAB5B
CKS1B,4,CKS1B
RAB10,11,RAB10
CXCR4,20,CXCR4
UBE2D3,4,UBE2D3
UBE2M,8,UBE2M
UBE2K,3,UBE2K
RAB14,12,RAB14
ZC3H6,17,ZC3H6
ACTR3,17,ACTR3
ACTR2,13,ACTR2
ACTR1A,16,ACTR1A
COPS2,6,COPS2
ARF3,4,ARF3
POLR2F,2,POLR2F
ABCE1,19,ABCE1
RAP1B,6,RAP1B
RAP2B,4,RAP2B
MAX,16,MAX
RPS3A,17,RPS3A
RPL26,11,RPL26
STX1B,7,STX1B
PSME3,13,PSME3
HAND2,4,HAND2
RPL15,12,RPL15
MAGOH,6,MAGOH
FGF12,1,FGF12
RPL27,5,RPL27
OSTN,2,OSTN
ISL1,9,ISL1
ATP6V0D1,2,ATP6V0D1
PCBD1,2,PCBD1
RPL37A,5,RPL37A
ERVS71-1,4,ERVS71-1
ERVK-21,14,ERVK-21
ERVK-24,9,ERVK-24
ERVK-7,14,ERVK-7
ERVK-25,7,ERVK-25
ERVK-9,16,ERVK-9
HERVK,16,HERVK
ERVK-8,12,ERVK-8
RHOA,6,RHOA
RND3,6,RND3
NCALD,3,NCALD
HSPE1,9,HSPE1
SEC61A1,2,SEC61A1
ST8SIA6,1,ST8SIA6
VBP1,2,VBP1
STXBP1,19,STXBP1
DAD1,1,DAD1
TGFB2,3,TGFB2
NPC2,1,NPC2
COPZ1,8,COPZ1
RPL37,8,RPL37
SUMO2,4,SUMO2
DCAF7,3,DCAF7
WDR5,1,WDR5
AP1S1,2,AP1S1
LMO4,1,LMO4
HNRNPK,41,HNRNPK
YWHAG,24,YWHAG
RRAS2,3,RRAS2
TIMM10,3,TIMM10
RPS7,9,RPS7
PPP1CA,17,PPP1CA
PPP1CB,11,PPP1CB
NCS1,2,NCS1
PSMC1,16,PSMC1
PSMC5,14,PSMC5
RPS8,10,RPS8
RPS15A,2,RPS15A
RPS16,5,RPS16
UBE2G1,2,UBE2G1
UBE2H,2,UBE2H
YWHAE,20,YWHAE
RPS14,8,RPS14
RPS23,2,RPS23
RPS18,6,RPS18
RPS29,3,RPS29
RPS13,9,RPS13
RPS11,13,RPS11
SNRPE,3,SNRPE
SNRPF,3,SNRPF
SNRPG,1,SNRPG
LSM6.00,1,LSM6.00
SNRPD1,1,SNRPD1
SNRPD2,7,SNRPD2
SNRPD3,5,SNRPD3
BTG1,3,BTG1
TMSB4X,7,TMSB4X
ARF6,3,ARF6
PSMC6,10,PSMC6
SELENOT,1,SELENOT
RPL7A,5,RPL7A
POLR2G,1,POLR2G
RAB11A,11,RAB11A
ETF1,8,ETF1
LCN6,1,LCN6
ESRRG,5,ESRRG
CNBP,14,CNBP
YPEL5,1,YPEL5
RPS4X,14,RPS4X
PPP2CB,6,PPP2CB
ACTA2,35,ACTA2
RHOB,6,RHOB
RPL23A,7,RPL23A
RPS6,18,RPS6
VSNL1,4,VSNL1
HIST1H4A,11,HIST1H4A
HIST1H2BC,17,HIST1H2BC
RAB1A,16,RAB1A
RAN,10,RAN
RPL23,8,RPL23
RAP1A,4,RAP1A
UBE2D2,2,UBE2D2
RPS15,5,RPS15
RPS24,6,RPS24
RPS25,4,RPS25
RPS26,3,RPS26
RPS28,10,RPS28
FAU,1,FAU
GNB1,7,GNB1
POLR2L,1,POLR2L
RBX1,4,RBX1
GNB2,8,GNB2
RPL30,11,RPL30
